u_grid,survival_empirical
0.3092369477911646,0.008125
0.3132530120481927,0.008125
0.31726907630522083,0.008
0.321285140562249,0.007875
0.3253012048192771,0.007625
0.3293172690763052,0.0075
0.3333333333333333,0.0075
0.3373493975903614,0.0075
0.34136546184738953,0.0075
0.34538152610441764,0.0075
0.34939759036144574,0.0075
0.35341365461847385,0.007375
0.35742971887550196,0.007375
0.36144578313253006,0.007375
0.3654618473895582,0.007375
0.36947791164658633,0.007375
0.37349397590361444,0.007375
0.37751004016064255,0.007375
0.38152610441767065,0.00725
0.38554216867469876,0.007125
0.38955823293172687,0.006875
0.393574297188755,0.006875
0.3975903614457831,0.00675
0.4016064257028112,0.00675
0.4056224899598393,0.006625
0.40963855421686746,0.006625
0.41365461847389556,0.006625
0.41767068273092367,0.006625
0.4216867469879518,0.006625
0.4257028112449799,0.006625
0.429718875502008,0.006625
0.4337349397590361,0.0065
0.4377510040160642,0.0065
0.4417670682730923,0.006375
0.4457831325301204,0.006375
0.4497991967871485,0.006375
0.4538152610441767,0.006375
0.4578313253012048,0.006125
0.4618473895582329,0.006
0.465863453815261,0.006
0.4698795180722891,0.006
0.4738955823293172,0.006
0.47791164658634533,0.006
0.48192771084337344,0.006
0.48594377510040154,0.006
0.48995983935742965,0.006
0.4939759036144578,0.006
0.4979919678714859,0.005875
0.502008032128514,0.00575
0.5060240963855421,0.005625
0.5100401606425702,0.0055
0.5140562248995983,0.0055
0.5180722891566265,0.005375
0.5220883534136546,0.005375
0.5261044176706827,0.00525
0.5301204819277108,0.005125
0.5341365461847389,0.005125
0.538152610441767,0.005
0.5421686746987951,0.004875
0.5461847389558232,0.004875
0.5502008032128514,0.004875
0.5542168674698794,0.0045
0.5582329317269076,0.0035
0.5622489959839357,0.003
0.5662650602409638,0.0025
0.570281124497992,0.002
0.57429718875502,0.001625
0.5783132530120482,0.001375
0.5823293172690762,0.001125
0.5863453815261044,0.001
0.5903614457831324,0.001
0.5943775100401606,0.001
0.5983935742971886,0.001
0.6024096385542168,0.001
0.606425702811245,0.001
0.610441767068273,0.001
0.6144578313253012,0.001
0.6184738955823292,0.001
0.6224899598393574,0.001
0.6265060240963854,0.001
0.6305220883534136,0.001
0.6345381526104417,0.001
0.6385542168674698,0.001
0.642570281124498,0.001
0.646586345381526,0.001
0.6506024096385542,0.001
0.6546184738955823,0.001
0.6586345381526104,0.001
0.6626506024096385,0.001
0.6666666666666666,0.001
0.6706827309236947,0.001
0.6746987951807228,0.001
0.6787148594377509,0.001
0.6827309236947791,0.000875
0.6867469879518072,0.000875
0.6907630522088353,0.000875
0.6947791164658634,0.000875
0.6987951807228915,0.000875
0.7028112449799196,0.000875
0.7068273092369477,0.000875
0.7108433734939759,0.000875
0.7148594377510039,0.000875
0.7188755020080321,0.000875
0.7228915662650601,0.000875
0.7269076305220883,0.000875
0.7309236947791165,0.00075
0.7349397590361445,0.00075
0.7389558232931727,0.00075
0.7429718875502007,0.00075
0.7469879518072289,0.000625
0.7510040160642569,0.000625
0.7550200803212851,0.000625
0.7590361445783131,0.000625
0.7630522088353413,0.000625
0.7670682730923694,0.000625
0.7710843373493975,0.000625
0.7751004016064257,0.000625
0.7791164658634537,0.000625
0.7831325301204819,0.000625
0.78714859437751,0.000625
0.7911646586345381,0.000625
0.7951807228915662,0.000625
0.7991967871485943,0.000625
0.8032128514056224,0.000625
0.8072289156626505,0.000625
0.8112449799196786,0.000625
0.8152610441767068,0.000625
0.8192771084337349,0.0005
0.823293172690763,0.0005
0.8273092369477911,0.0005
0.8313253012048192,0.000375
0.8353413654618473,0.000375
0.8393574297188754,0.000375
0.8433734939759036,0.000375
0.8473895582329316,0.000375
0.8514056224899598,0.000375
0.8554216867469878,0.000375
0.859437751004016,0.000375
0.8634538152610441,0.000375
0.8674698795180722,0.000375
0.8714859437751004,0.000375
0.8755020080321284,0.000375
0.8795180722891566,0.000375
0.8835341365461846,0.000375
0.8875502008032128,0.00025
0.8915662650602408,0.00025
0.895582329317269,0.00025
0.899598393574297,0.00025
0.9036144578313252,0.00025
0.9076305220883534,0.00025
0.9116465863453814,0.00025
0.9156626506024096,0.000125
0.9196787148594376,0.000125
0.9236947791164658,0.000125
0.9277108433734939,0.000125
0.931726907630522,0.000125
0.9357429718875501,0.000125
0.9397590361445782,0.000125
0.9437751004016064,0.000125
0.9477911646586344,0.000125
0.9518072289156626,0.000125
0.9558232931726907,0.000125
0.9598393574297188,0.000125
0.9638554216867469,0.000125
0.967871485943775,0.000125
0.9718875502008031,0.000125
0.9759036144578312,0.000125
0.9799196787148593,0.000125
0.9839357429718875,0.000125
0.9879518072289156,0.000125
0.9919678714859437,0.000125
0.9959839357429718,0.000125
1.0,0.0
