time,x_1,y_1,vx_1,vy_1,x_2,y_2,vx_2,vy_2,x_3,y_3,vx_3,vy_3
40.43,-1.5317604801139486,0.35364447785900077,-0.39972526085604504,0.7796451588815002,-1.032363019627098,0.34378815399310836,0.02297082678285306,-0.5451371509076388,2.5641234997404094,-0.6974326318519173,0.376754434073174,-0.2345080079738574
40.44,-1.535555871002488,0.3614345654522513,-0.3594715176715871,0.7782030684740331,-1.0323290445617226,0.33834146066876547,-0.016057805575599514,-0.5440321131285856,2.567884915563573,-0.6997760261208248,0.3755293232471686,-0.23417095534544344
40.45,-1.5389521790875564,0.3692052336019178,-0.3198984959462745,0.7757689944895264,-1.0326819189952052,0.33291081959128704,-0.0544092795674975,-0.5419344215828373,2.5716340980821233,-0.702116053193013,0.37430777551375394,-0.23383457290668502
40.46,-1.541955912091769,0.37694678003415233,-0.2809469480996377,0.7723850659007919,-1.0334151709097155,0.3275059398614188,-0.09214285783268478,-0.5388861805739941,2.5753710830008463,-0.7044527198953792,0.37308980593230423,-0.23349888532679386
40.47,-1.5445730041133046,0.3846498837691054,-0.24256133179719677,0.768085558724347,-1.034522902070625,0.3221361495226078,-0.12931409935565544,-0.5349216434526954,2.579095906183291,-0.7067860332915211,0.37187543115283395,-0.23316391527164754
40.480000000000004,-1.54680885074313,0.3923055306083376,-0.20468941988596265,0.7628976579905293,-1.035999752923943,0.316810470053429,-0.1659752492837375,-0.5300679746134136,2.5828086036664346,-0.7091160006615745,0.37066466916968205,-0.23282968337711174
40.49,-1.5486683403587431,0.39990494529994186,-0.16728194848236955,0.7568420669625122,-1.0378408713148244,0.3115376841820331,-0.20217559060638896,-0.5243458587335721,2.586509211672929,-0.7114426294817828,0.3694575390887404,-0.23249620822893605
40.5,-1.5501558821958148,0.4074395292838101,-0.1302922996503492,0.7499334883036552,-1.0400418844259554,0.30632639812032136,-0.23796176125690138,-0.5177699819562657,2.5901977666211313,-0.7137659274039392,0.36825406090723256,-0.2321635063473855
40.51,-1.5512754313379737,0.4149008026050607,-0.09367621573313435,0.7421809920298627,-1.0425988737956142,0.3011850996297965,-0.27337803957114554,-0.510349399853287,2.5938743051329487,-0.7160859022346648,0.36705425530426194,-0.2318315921765716
40.52,-1.5520305109980033,0.4222803489876744,-0.057391542487341324,0.7335882836067595,-1.0455083530422848,0.29612221292712687,-0.3084666009536464,-0.5020878055291177,2.5975388640396484,-0.7184025619146088,0.3658581434409697,-0.23150047807763777
40.53,-1.5524242324212159,0.4295697631897363,-0.021397998413764913,0.7241538825947645,-1.0487672479651482,0.29114615130805754,-0.3432677483554702,-0.49298370826984694,2.601191480385724,-0.7207159144976014,0.36466574676921704,-0.23117017432491357
