time,r12,r13,r23
65.11,0.49099683799393623,8.987843341430944,9.42469650170372
65.12,0.4998801466445424,8.986804685963552,9.434370014977793
65.13,0.5080392884240378,8.986118655101922,9.443679978536613
65.14,0.5154961808048034,8.985776005949292,9.452635985951495
65.15,0.5222699982575928,8.985768720561895,9.461246389923993
65.16,0.5283774879274294,8.986089875166403,9.469518434832926
65.17,0.5338332285698302,8.986733533028351,9.477458365389733
65.18,0.5386498435321634,8.987694656673053,9.485071515742415
65.19,0.5428381760044161,8.988969036169939,9.492362382350287
65.2,0.5464074328785921,8.990553230946608,9.499334683189527
65.21000000000001,0.5493653021347866,8.992444523172304,9.505991405271113
65.22,0.5517180474956547,8.994640881235584,9.512334841963694
65.23,0.5534705834512119,8.997140932106259,9.518366621346487
65.24,0.5546265326320114,8.999943941844611,9.524087726339019
65.25,0.555188267416794,9.003049803571976,9.52949850730497
65.26,0.5551569367410109,9.00645903261796,9.534598687421111
65.27,0.5545324790823056,9.010172768567003,9.539387361096164
65.28,0.5533136216846745,9.014192784353169,9.543862985294332
65.29,0.5514978662964822,9.018521502473416,9.5480233636979
65.3,0.549081460733882,9.023162018865728,9.551865623164561
65.31,0.5460593557574672,9.028118134940474,9.555386181992896
65.32000000000001,0.5424251460050467,9.033394398654803,9.558580709106291
65.33,0.5381709929648547,9.038996155945071,9.56144407283914
65.34,0.5332875281461427,9.04492961380753,9.56397027803301
65.35,0.5277637331011367,9.051201917151685,9.566152389313606
65.36,0.5215867926359365,9.057821241815398,9.567982438153205
65.37,0.5147419159207426,9.064796907101833,9.569451310348787
65.38,0.5072121191419792,9.072139511922147,9.570548609818845
65.39,0.4989779612286735,9.079861099957713,9.571262493286492
65.4,0.4900172216520591,9.087975360895333,9.57157946876971
65.41,0.48030450552700127,9.096497877201308,9.571484148377957
65.42,0.4698107568380039,9.105446428824024,9.570958942975677
65.43,0.4585026537968542,9.114841372677898,9.56998368179019
65.44,0.44634185025042367,9.124706120359129,9.568535133414965
65.45,0.43328401394423716,9.135067746366431,9.566586395791191
65.46000000000001,0.4192775915036794,9.145957773075335,9.564106108708122
65.47,0.4042621989649567,9.157413199675418,9.561057421296388
65.48,0.38816648919261254,9.169477874763352,9.55739661433436
65.49,0.3709052701628362,9.182204365483061,9.553071223708987
65.5,0.35237552288251794,9.19565656364037,9.548017423354782
65.51,0.33245075103259647,9.20991342236122,9.54215627199529
65.52,0.31097270976622976,9.225074493718399,9.535388149553729
65.53,0.2877388361665244,9.241268469644927,9.527584174041934
65.54,0.262482256694792,9.258667017319667,9.518572294179275
65.55,0.2348381349471503,9.277508619041477,9.508113318771366
65.56,0.20428279978517974,9.298143081195809,9.495856149825453
65.57000000000001,0.17001285104195693,9.321124145559237,9.481244600788747
65.58,0.13067425236147104,9.347434320529658,9.463291071609913
65.59,0.08368690951143684,9.379170069444625,9.439886216000149
65.6,0.028316310224980632,9.420766373628378,9.406551044767733
65.61,0.06648517629393624,9.41817432530522,9.417571310044867
65.62,0.11677733582884331,9.40044088674945,9.443819629825567
65.63,0.15817247710482069,9.385283123182809,9.467463695145684
65.64,0.19386455715517345,9.372208247374994,9.488996200431046
65.65,0.22549242570917052,9.360738978998695,9.508897198090041
65.66,0.25399301733972734,9.350559897881046,9.52748450864699
65.67,0.2799611919916271,9.341456055652227,9.544975009003082
65.68,0.30380366161512334,9.333273960993465,9.561523756169384
65.69,0.32581380834118884,9.325899536383282,9.577246126249602
65.7,0.34621194598587557,9.319245220329467,9.592230780465833
65.71000000000001,0.36516874399998994,9.313242040736379,9.60654763941426
65.72,0.38281971196419573,9.307834516751964,9.620253014896267
65.73,0.39927460349059984,9.302977248312644,9.633393044708786
65.74,0.4146237692294734,9.298632556894667,9.646006069874986
65.75,0.4289425927997866,9.294768806081347,9.658124327647501
65.76,0.4422946754081368,9.291359176364011,9.66977518714647
65.77,0.454734176905627,9.2883807522104,9.680982070461308
65.78,0.46630757207729134,9.285813829244326,9.691765151965056
65.79,0.4770549916242258,9.283641380041331,9.702141897752735
65.8,0.4870112617962068,9.2818486365093,9.712127487532545
65.81,0.49620672116872855,9.280422759495277,9.721735148545399
65.82000000000001,0.5046678697259285,9.279352574731504,9.730976422559662
65.83,0.5124178898345073,9.278628359975894,9.739861381207088
65.84,0.5194770678221587,9.278241672251587,9.748398800845957
65.85,0.5258631374943696,9.27818520688507,9.756596305323187
65.86,0.5315915614606113,9.278452682120227,9.764460482912762
65.87,0.5366757623266565,9.279038744560946,9.771996982221019
65.88,0.5411273129452943,9.27993889180945,9.779210590726219
65.89,0.5449560928233129,9.28114940949354,9.786105298786866
65.9,0.5481704161206362,9.282667320534447,9.792684351288893
65.91,0.5507771354476058,9.284490345008361,9.798950288596767
65.92,0.5527817248884184,9.286616869270391,9.804904978155538
65.93,0.5541883445147335,9.289045923492056,9.81054963760289
65.94,0.554999888500504,9.291777166838552,9.815884850176756
65.95,0.5552180179997986,9.294810879919169,9.820910572791854
65.96000000000001,0.5548431799434907,9.298147964156984,9.82562613714671
65.97,0.5538746119696152,9.301789948154784,9.830030243788379
65.98,0.5523103339091616,9.305739001058852,9.83412094913838
65.99,0.5501471253242808,9.309997953371147,9.837895645031429
66.0,0.5473804887825204,9.314570325596103,9.841351030383573
66.01,0.5440045975790224,9.319460365615281,9.844483074096658
66.02,0.5400122265378038,9.32467309576563,9.847286968223546
66.03,0.535394663830511,9.330214370998757,9.849757070015107
66.04,0.5301416011758634,9.336090949855437,9.851886831111404
66.05,0.5242409988437948,9.342310580562808,9.85366871156493
66.06,0.5176789209778991,9.34888210514602,9.855094075796503
66.07000000000001,0.5104393352673903,9.355815585369703,9.856153066657908
66.08,0.5025038697074011,9.363122455198212,9.856834452897282
66.09,0.4938515162006911,9.370815706308926,9.857125443472558
66.1,0.48445826830270183,9.378910114855225,9.857011460487227
66.11,0.47429667581850177,9.387422520626338,9.856475859561513
66.12,0.4633352934998712,9.396372173383497,9.855499582802402
66.13,0.45153799222777485,9.405781166929083,9.854060723736385
66.14,0.4388630899206566,9.415674988972848,9.852133976024575
66.15,0.42526224167641147,9.426083226694228,9.849689925891923
66.16,0.41067900261675894,9.437040485485282,9.846694130533741
66.17,0.3950469376313224,9.448587605226475,9.843105897761896
66.18,0.378287088721824,9.460773302065547,9.838876638319132
66.19,0.36030450981603634,9.473656434130131,9.833947591463035
66.2,0.3409834066365058,9.48730921113327,9.828246602250937
66.21000000000001,0.3201801198057544,9.501821882841497,9.821683412769236
66.22,0.2977126371120112,9.5173098450539,9.81414252360087
66.23,0.2733442481552366,9.533924904389469,9.805471874507782
66.24,0.2467567221083197,9.551874163501283,9.795463862625802
66.25,0.2175033432160334,9.571454034019643,9.783821145447686
66.26,0.18491951544056268,9.59311760901492,9.77008888096092
66.27,0.14793301627514624,9.617627002504785,9.753501448206723
66.28,0.10460570357147486,9.646471727079495,9.732561224229823
66.29,0.05131169219075393,9.683322387472545,9.703572362071895
66.3,0.04200949005374945,9.70710076972653,9.68766182364005
66.31,0.09697910438973875,9.68904194247642,9.713794734254808
66.32000000000001,0.14158964301250349,9.672727705947414,9.738165622308852
66.33,0.17941444810652663,9.658711322946246,9.760210449645744
66.34,0.21260668751316952,9.646457472577582,9.78046675640526
66.35,0.24233360750041802,9.635597852654724,9.799305267214606
66.36,0.26930750482018795,9.625885121729388,9.816975318597057
66.37,0.2940019210090172,9.61714564378985,9.833652166743082
66.38,0.3167515046225535,9.609252224728788,9.849464343689917
66.39,0.337803676700952,9.602108376992296,9.864509464451984
66.4,0.3573477925970367,9.595638818403815,9.878863779207322
66.41,0.3755327496919509,9.589783461178094,9.892588220430317
66.42,0.3924782017084863,9.584493448348786,9.905732392500505
66.43,0.40828201637609873,9.579728445709682,9.918337298907733
66.44,0.4230254147100251,9.575454734549249,9.930437263891987
66.45,0.43677661981650007,9.571643832996736,9.942061322098986
66.46000000000001,0.4495935138490338,9.568271476907556,9.953234246264742
66.47,0.46152561506882916,9.565316851799887,9.96397732206139
66.48,0.4726155767285274,9.562762004195873,9.974308942200949
66.49,0.48290034201816207,9.560591383828264,9.984245068656996
66.5,0.4924120465691363,9.558791483106997,9.993799596841638
66.51,0.5011787324044451,9.557350550072375,10.002984645682627
66.52,0.509224918676937,9.55625835775586,10.01181079080725
66.53,0.5165720620074908,9.555506017466572,10.020287253411741
66.54,0.5232389306213779,9.555085826721147,10.02842205417376
66.55,0.529241910109954,9.55499114491621,10.036222139165407
66.56,0.5345952543912601,9.55521629146992,10.043693483086313
66.57000000000001,0.5393112922466786,9.55575646238068,10.050841173905182
66.58,0.5434005971509277,9.556607662175402,10.057669481964876
66.59,0.54687212660408,9.557766648825364,10.064181915997139
66.6,0.5497333357108158,9.559230889777922,10.070381267917567
66.61,0.551990268524396,9.560998527750003,10.076269647769424
66.62,0.5536476301077995,9.56306835516417,10.081848509948994
66.63,0.5547088412866782,9.565439796514621,10.08711867143454
66.64,0.5551760778848646,9.568112898033045,10.092080322658704
66.65,0.5550502952630622,9.571088324448507,10.096733031235475
66.66,0.5543312390855529,9.574367362604054,10.101075738786156
